pBug,epsilon,failed,passed,runtime
0.0625,0.05,4,22,1.82
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.89
0.0625,0.05,4,21,1.88
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,1.84
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.87
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.97
0.0625,0.05,4,21,1.90
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,1.99
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.99
0.0625,0.05,4,21,1.99
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,1.89
0.0625,0.05,3,23,1.89
0.0625,0.05,4,21,1.87
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,2.01
0.0625,0.05,4,21,1.96
0.0625,0.05,4,22,2.01
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,1.94
0.0625,0.05,3,23,1.98
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,1.95
0.0625,0.05,4,21,2.04
0.0625,0.05,3,22,1.93
0.0625,0.05,4,22,1.96
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.91
0.0625,0.05,4,21,1.94
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.89
0.0625,0.05,4,22,2.00
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.01
0.0625,0.05,4,22,2.00
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.90
0.0625,0.05,3,23,2.07
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,1.96
0.0625,0.05,4,21,2.03
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,1.98
0.0625,0.05,3,23,1.95
0.0625,0.05,4,21,1.97
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,1.86
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.90
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,1.93
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,2.11
0.0625,0.05,4,21,2.03
0.0625,0.05,4,22,2.03
0.0625,0.05,4,21,1.95
0.0625,0.05,4,22,1.91
0.0625,0.05,3,23,2.06
0.0625,0.05,4,21,2.07
0.0625,0.05,4,21,2.07
0.0625,0.05,4,22,2.12
0.0625,0.05,4,21,2.13
0.0625,0.05,4,21,2.21
0.0625,0.05,4,22,2.22
0.0625,0.05,4,22,2.21
0.0625,0.05,4,21,2.09
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.01
0.0625,0.05,4,21,2.09
0.0625,0.05,4,21,2.08
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,1.97
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,2.05
0.0625,0.05,4,22,2.09
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.02
0.0625,0.05,4,21,2.07
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,2.00
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,1.93
0.0625,0.05,3,23,2.12
0.0625,0.05,4,22,2.04
0.0625,0.05,4,21,2.10
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.02
0.0625,0.05,4,21,1.94
0.0625,0.05,4,22,2.05
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,1.96
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,2.05
0.0625,0.05,4,21,2.10
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.13
0.0625,0.05,4,22,2.16
0.0625,0.05,4,21,2.19
0.0625,0.05,4,22,2.19
0.0625,0.05,4,22,2.08
0.0625,0.05,4,21,2.02
0.0625,0.05,4,22,2.04
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.96
0.0625,0.05,4,22,2.08
0.0625,0.05,4,21,2.07
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,2.08
0.0625,0.05,4,21,2.08
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.07
0.0625,0.05,3,22,2.04
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.91
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.07
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,1.94
0.0625,0.05,4,21,2.00
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.90
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,1.87
0.0625,0.05,4,21,1.86
0.0625,0.05,4,21,1.89
0.0625,0.05,4,21,1.99
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,2.03
0.0625,0.05,4,21,2.01
0.0625,0.05,3,23,2.02
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,2.05
0.0625,0.05,4,22,2.03
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,1.88
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,2.05
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.93
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.89
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.88
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.82
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.89
0.0625,0.05,4,21,1.88
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,1.84
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.87
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.97
0.0625,0.05,4,21,1.90
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,1.99
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.99
0.0625,0.05,4,21,1.99
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,1.89
0.0625,0.05,3,23,1.89
0.0625,0.05,4,21,1.87
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,2.01
0.0625,0.05,4,21,1.96
0.0625,0.05,4,22,2.01
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,1.94
0.0625,0.05,3,23,1.98
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,1.95
0.0625,0.05,4,21,2.04
0.0625,0.05,3,22,1.93
0.0625,0.05,4,22,1.96
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.91
0.0625,0.05,4,21,1.94
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.89
0.0625,0.05,4,22,2.00
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.01
0.0625,0.05,4,22,2.00
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.90
0.0625,0.05,3,23,2.07
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,1.96
0.0625,0.05,4,21,2.03
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,1.98
0.0625,0.05,3,23,1.95
0.0625,0.05,4,21,1.97
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.90
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,1.86
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.90
0.0625,0.05,4,21,1.93
0.0625,0.05,4,21,1.93
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,2.11
0.0625,0.05,4,21,2.03
0.0625,0.05,4,22,2.03
0.0625,0.05,4,21,1.95
0.0625,0.05,4,22,1.91
0.0625,0.05,3,23,2.06
0.0625,0.05,4,21,2.07
0.0625,0.05,4,21,2.07
0.0625,0.05,4,22,2.12
0.0625,0.05,4,21,2.13
0.0625,0.05,4,21,2.21
0.0625,0.05,4,22,2.22
0.0625,0.05,4,22,2.21
0.0625,0.05,4,21,2.09
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.01
0.0625,0.05,4,21,2.09
0.0625,0.05,4,21,2.08
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,1.97
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.02
0.0625,0.05,4,22,2.05
0.0625,0.05,4,22,2.09
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.02
0.0625,0.05,4,21,2.07
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,2.00
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,1.93
0.0625,0.05,3,23,2.12
0.0625,0.05,4,22,2.04
0.0625,0.05,4,21,2.10
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,2.02
0.0625,0.05,4,21,1.94
0.0625,0.05,4,22,2.05
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,1.96
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.06
0.0625,0.05,4,21,2.05
0.0625,0.05,4,21,2.10
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.13
0.0625,0.05,4,22,2.16
0.0625,0.05,4,21,2.19
0.0625,0.05,4,22,2.19
0.0625,0.05,4,22,2.08
0.0625,0.05,4,21,2.02
0.0625,0.05,4,22,2.04
0.0625,0.05,4,21,2.01
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.96
0.0625,0.05,4,22,2.08
0.0625,0.05,4,21,2.07
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,2.08
0.0625,0.05,4,21,2.08
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.06
0.0625,0.05,4,22,2.07
0.0625,0.05,3,22,2.04
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.91
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.07
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,1.93
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,1.94
0.0625,0.05,4,21,2.00
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,1.90
0.0625,0.05,4,22,1.94
0.0625,0.05,4,22,1.95
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,1.98
0.0625,0.05,4,22,1.87
0.0625,0.05,4,21,1.86
0.0625,0.05,4,21,1.89
0.0625,0.05,4,21,1.99
0.0625,0.05,4,22,2.00
0.0625,0.05,4,21,2.03
0.0625,0.05,4,21,2.01
0.0625,0.05,3,23,2.02
0.0625,0.05,4,22,1.88
0.0625,0.05,4,22,2.05
0.0625,0.05,4,22,2.03
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,1.97
0.0625,0.05,4,21,1.88
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.98
0.0625,0.05,4,22,1.96
0.0625,0.05,4,21,2.00
0.0625,0.05,4,21,2.05
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,1.92
0.0625,0.05,4,22,1.92
0.0625,0.05,4,21,1.93
0.0625,0.05,4,22,2.04
0.0625,0.05,4,22,1.89
0.0625,0.05,4,21,2.02
0.0625,0.05,4,21,1.88
0.0625,0.05,4,21,1.92
0.0625,0.05,4,22,1.93
0.0625,0.05,4,22,1.97
0.0625,0.05,4,22,2.03
0.0625,0.05,4,22,4.76
0.0625,0.05,4,22,4.80
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,4.85
0.0625,0.05,4,22,4.81
0.0625,0.05,4,21,4.69
0.0625,0.05,4,22,4.81
0.0625,0.05,4,22,4.79
0.0625,0.05,4,21,4.71
0.0625,0.05,4,21,4.70
0.0625,0.05,4,22,4.79
0.0625,0.05,3,23,4.90
0.0625,0.05,4,22,4.79
0.0625,0.05,4,21,4.65
0.0625,0.05,4,21,4.75
0.0625,0.05,4,22,4.87
0.0625,0.05,4,21,4.66
0.0625,0.05,4,21,4.79
0.0625,0.05,4,21,4.69
0.0625,0.05,3,22,4.80
0.0625,0.05,4,22,4.79
0.0625,0.05,4,22,4.80
0.0625,0.05,4,22,4.83
0.0625,0.05,4,22,4.71
0.0625,0.05,4,22,4.88
0.0625,0.05,4,21,4.80
0.0625,0.05,4,22,4.72
0.0625,0.05,4,22,4.87
0.0625,0.05,4,22,4.80
0.0625,0.05,3,23,4.89
0.0625,0.05,4,21,4.70
0.0625,0.05,4,21,4.82
0.0625,0.05,4,22,4.79
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,4.80
0.0625,0.05,4,22,4.85
0.0625,0.05,4,22,4.76
0.0625,0.05,4,21,4.80
0.0625,0.05,4,21,4.68
0.0625,0.05,4,22,4.75
0.0625,0.05,4,21,4.78
0.0625,0.05,4,21,4.70
0.0625,0.05,4,22,4.84
0.0625,0.05,4,21,4.74
0.0625,0.05,4,21,4.81
0.0625,0.05,4,21,4.74
0.0625,0.05,4,22,4.77
0.0625,0.05,4,21,4.75
0.0625,0.05,4,22,5.08
0.0625,0.05,4,22,4.76
0.0625,0.05,4,22,4.81
0.0625,0.05,3,22,4.76
0.0625,0.05,4,21,4.79
0.0625,0.05,4,22,4.70
0.0625,0.05,4,21,4.77
0.0625,0.05,4,21,4.73
0.0625,0.05,4,22,4.78
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,4.96
0.0625,0.05,4,21,4.64
0.0625,0.05,4,22,4.94
0.0625,0.05,4,21,4.73
0.0625,0.05,4,21,4.57
0.0625,0.05,4,22,4.91
0.0625,0.05,4,21,4.76
0.0625,0.05,4,22,4.90
0.0625,0.05,4,21,4.73
0.0625,0.05,4,21,4.64
0.0625,0.05,4,22,4.86
0.0625,0.05,4,21,4.81
0.0625,0.05,4,21,4.74
0.0625,0.05,4,22,4.84
0.0625,0.05,4,21,4.81
0.0625,0.05,4,21,4.72
0.0625,0.05,4,22,4.80
0.0625,0.05,4,22,4.86
0.0625,0.05,4,21,4.85
0.0625,0.05,4,21,4.59
0.0625,0.05,4,22,4.76
0.0625,0.05,4,21,4.67
0.0625,0.05,4,22,4.94
0.0625,0.05,4,21,4.82
0.0625,0.05,4,21,4.83
0.0625,0.05,4,22,4.78
0.0625,0.05,4,21,4.84
0.0625,0.05,3,22,4.88
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,4.85
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,4.96
0.0625,0.05,4,22,4.79
0.0625,0.05,4,22,4.89
0.0625,0.05,4,21,4.84
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,4.93
0.0625,0.05,4,21,4.75
0.0625,0.05,4,21,4.87
0.0625,0.05,4,22,5.04
0.0625,0.05,4,22,4.84
0.0625,0.05,4,21,4.77
0.0625,0.05,4,22,4.95
0.0625,0.05,4,22,4.82
0.0625,0.05,4,22,4.82
0.0625,0.05,4,22,4.86
0.0625,0.05,4,21,4.88
0.0625,0.05,4,22,4.97
0.0625,0.05,4,21,4.76
0.0625,0.05,4,22,4.79
0.0625,0.05,4,22,5.05
0.0625,0.05,3,22,4.94
0.0625,0.05,4,22,4.94
0.0625,0.05,4,21,4.66
0.0625,0.05,4,22,4.93
0.0625,0.05,4,21,4.82
0.0625,0.05,4,21,4.89
0.0625,0.05,4,21,4.77
0.0625,0.05,4,22,4.96
0.0625,0.05,4,21,4.91
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,4.85
0.0625,0.05,4,22,5.11
0.0625,0.05,4,22,5.06
0.0625,0.05,4,22,4.82
0.0625,0.05,4,22,4.87
0.0625,0.05,4,21,4.93
0.0625,0.05,4,22,4.91
0.0625,0.05,4,22,4.76
0.0625,0.05,4,22,4.88
0.0625,0.05,4,22,4.92
0.0625,0.05,4,21,4.92
0.0625,0.05,4,21,4.82
0.0625,0.05,4,21,4.65
0.0625,0.05,4,21,4.89
0.0625,0.05,4,21,5.08
0.0625,0.05,4,22,4.82
0.0625,0.05,4,21,4.90
0.0625,0.05,4,21,4.96
0.0625,0.05,4,22,4.92
0.0625,0.05,4,21,4.80
0.0625,0.05,4,22,4.82
0.0625,0.05,4,22,4.86
0.0625,0.05,4,21,4.90
0.0625,0.05,4,21,4.75
0.0625,0.05,4,21,4.85
0.0625,0.05,4,21,5.07
0.0625,0.05,4,21,4.81
0.0625,0.05,3,22,4.97
0.0625,0.05,4,21,4.90
0.0625,0.05,4,22,4.93
0.0625,0.05,4,21,4.87
0.0625,0.05,4,21,4.90
0.0625,0.05,4,21,4.98
0.0625,0.05,4,22,5.10
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,5.00
0.0625,0.05,4,22,4.97
0.0625,0.05,4,21,5.01
0.0625,0.05,4,22,5.19
0.0625,0.05,4,21,4.83
0.0625,0.05,4,21,4.98
0.0625,0.05,4,21,4.89
0.0625,0.05,4,21,4.95
0.0625,0.05,4,22,4.94
0.0625,0.05,4,22,4.91
0.0625,0.05,4,21,5.03
0.0625,0.05,4,21,4.85
0.0625,0.05,4,21,4.94
0.0625,0.05,4,22,4.93
0.0625,0.05,4,21,4.97
0.0625,0.05,4,22,5.05
0.0625,0.05,4,21,4.78
0.0625,0.05,4,21,4.87
0.0625,0.05,4,22,5.07
0.0625,0.05,4,21,5.01
0.0625,0.05,4,21,4.90
0.0625,0.05,4,22,4.97
0.0625,0.05,4,22,5.13
0.0625,0.05,4,22,4.99
0.0625,0.05,4,22,5.10
0.0625,0.05,4,22,4.95
0.0625,0.05,4,21,4.91
0.0625,0.05,4,22,4.89
0.0625,0.05,4,21,4.92
0.0625,0.05,4,21,4.93
0.0625,0.05,4,22,5.13
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,4.95
0.0625,0.05,4,22,4.97
0.0625,0.05,4,22,5.17
0.0625,0.05,4,22,5.10
0.0625,0.05,4,21,4.84
0.0625,0.05,4,21,4.91
0.0625,0.05,4,22,5.08
0.0625,0.05,4,22,5.00
0.0625,0.05,4,22,4.95
0.0625,0.05,4,21,4.89
0.0625,0.05,3,23,5.06
0.0625,0.05,3,22,4.93
0.0625,0.05,4,21,4.84
0.0625,0.05,4,22,5.06
0.0625,0.05,4,21,4.98
0.0625,0.05,4,21,4.95
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,4.95
0.0625,0.05,4,22,4.98
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,5.05
0.0625,0.05,4,22,4.97
0.0625,0.05,4,21,4.93
0.0625,0.05,4,22,4.90
0.0625,0.05,4,22,5.02
0.0625,0.05,4,22,5.11
0.0625,0.05,4,22,5.05
0.0625,0.05,3,23,5.08
0.0625,0.05,4,22,5.00
0.0625,0.05,4,22,4.93
0.0625,0.05,4,22,5.08
0.0625,0.05,4,21,4.82
0.0625,0.05,4,21,4.88
0.0625,0.05,4,21,5.01
0.0625,0.05,4,21,4.85
0.0625,0.05,4,21,4.90
0.0625,0.05,4,22,4.95
0.0625,0.05,4,21,4.94
0.0625,0.05,4,22,4.80
0.0625,0.05,4,21,4.93
0.0625,0.05,4,21,4.99
0.0625,0.05,4,22,5.01
0.0625,0.05,4,22,5.06
0.0625,0.05,4,22,5.01
0.0625,0.05,4,22,4.99
0.0625,0.05,4,22,5.02
0.0625,0.05,4,21,4.81
0.0625,0.05,4,22,5.02
0.0625,0.05,4,22,4.94
0.0625,0.05,4,22,5.14
0.0625,0.05,4,21,4.94
0.0625,0.05,4,21,5.05
0.0625,0.05,4,22,5.06
0.0625,0.05,4,22,4.97
0.0625,0.05,4,22,4.84
0.0625,0.05,4,21,4.95
0.0625,0.05,4,22,5.04
0.0625,0.05,4,22,5.06
0.0625,0.05,4,21,4.82
0.0625,0.05,4,22,4.95
0.0625,0.05,4,21,4.95
0.0625,0.05,4,21,5.05
0.0625,0.05,4,22,5.02
0.0625,0.05,4,21,4.79
0.0625,0.05,4,22,5.13
0.0625,0.05,4,22,5.06
0.0625,0.05,4,21,4.81
0.0625,0.05,4,22,4.99
0.0625,0.05,4,21,4.88
0.0625,0.05,4,21,5.08
0.0625,0.05,4,21,4.77
0.0625,0.05,4,21,4.99
0.0625,0.05,4,22,4.97
0.0625,0.05,4,21,4.85
0.0625,0.05,3,23,5.11
0.0625,0.05,4,21,4.96
0.0625,0.05,4,21,4.94
0.0625,0.05,4,22,5.07
0.0625,0.05,4,21,4.81
0.0625,0.05,4,22,4.84
0.0625,0.05,4,22,4.97
0.0625,0.05,4,21,5.03
0.0625,0.05,4,21,5.02
0.0625,0.05,4,22,5.01
0.0625,0.05,4,21,4.81
0.0625,0.05,4,21,5.07
0.0625,0.05,4,21,4.99
0.0625,0.05,4,22,4.86
0.0625,0.05,3,22,4.93
0.0625,0.05,3,23,5.15
0.0625,0.05,4,21,4.86
0.0625,0.05,4,22,4.95
0.0625,0.05,4,22,5.03
0.0625,0.05,4,21,4.87
0.0625,0.05,4,22,5.12
0.0625,0.05,4,21,4.91
0.0625,0.05,4,22,5.00
0.0625,0.05,4,21,4.95
0.0625,0.05,4,21,4.87
0.0625,0.05,4,22,5.09
0.0625,0.05,4,22,5.02
0.0625,0.05,4,22,5.08
0.0625,0.05,4,22,4.78
0.0625,0.05,4,21,5.08
0.0625,0.05,4,22,4.90
0.0625,0.05,4,21,4.82
0.0625,0.05,4,22,4.95
0.0625,0.05,4,22,4.98
0.0625,0.05,4,22,4.97
0.0625,0.05,4,22,5.04
0.0625,0.05,4,22,4.98
0.0625,0.05,3,23,5.10
0.0625,0.05,4,21,4.90
